REGIAO:;SE
UF:;SP
ESTACAO:;LINS
CODIGO (WMO):;A727
LATITUDE:;-21,66611111
LONGITUDE:;-49,73472221
ALTITUDE:;460,65
DATA DE FUNDACAO:;20/09/06
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2024/01/09;0000 UTC;0;959,7;959,7;958,6;;28,8;17,4;30,5;28,8;17,4;16,8;50;44;50;86;5,6;1,8;
2024/01/09;0100 UTC;0;960;960;959,7;;27,9;19,8;28,8;27,6;19,9;17,5;62;50;61;21;5,2;1;
2024/01/09;0200 UTC;0;960,6;960,8;960;;27,1;20;28;27,1;20,1;19,8;65;61;65;63;3;,3;
2024/01/09;0300 UTC;0;960,7;960,9;960,6;;26,3;20,3;27,1;26,3;20,4;19,9;70;65;70;29;3,9;,4;
2024/01/09;0400 UTC;0;959,3;960,7;959,3;;25,7;19,6;26,3;25,7;20,4;19,6;70;69;69;41;2,5;,9;
2024/01/09;0500 UTC;0;959,5;959,6;959,2;;25,5;18,8;25,9;25,5;19,7;18,7;69;65;66;23;2,5;,2;
2024/01/09;0600 UTC;0;959,8;959,8;959,5;;25,1;18,5;25,5;25,1;18,8;18,3;67;65;67;29;2;,8;
2024/01/09;0700 UTC;0;959,9;959,9;959,6;;24,5;18,6;25,1;24,5;18,7;18,3;70;67;70;125;2,9;,2;
2024/01/09;0800 UTC;0;960,3;960,3;959,9;;23,6;18,3;24,5;23,6;18,6;18,2;72;69;72;108;3,3;,9;
2024/01/09;0900 UTC;0;961,1;961,1;960,4;40,1;24,2;18,3;24,2;23,5;18,4;18,2;72;70;70;117;3,2;,1;
2024/01/09;1000 UTC;0;961,7;961,7;961;689,3;26,2;19,2;26,2;24,2;19,2;18,3;70;65;65;70;4,4;1,3;
2024/01/09;1100 UTC;0;962,3;962,3;961,7;1644,9;27,6;19,8;27,8;26,2;20,1;19,1;65;63;63;44;5,8;2,3;
2024/01/09;1200 UTC;0;962,8;962,8;962,3;2417,5;29,1;19,6;29,5;27,6;20,8;19,4;64;56;57;52;5,9;2,3;
2024/01/09;1300 UTC;0;962,7;962,9;962,6;3151,3;30,5;19,6;30,8;29,1;20,2;19;57;52;52;40;5,4;1,9;
2024/01/09;1400 UTC;0;961,9;962,7;961,9;3305,7;31,1;18,7;32,2;30,4;19,7;18;52;45;48;29;5,3;1,8;
2024/01/09;1500 UTC;0;961,1;961,9;961,1;3922,9;33,5;18,5;33,8;31;19,6;16,8;49;37;41;36;6,6;1,8;
2024/01/09;1600 UTC;0;960;961,1;960;3693,3;33,7;18,1;34,2;32,4;19;17,4;43;39;40;45;5,9;1,9;
2024/01/09;1700 UTC;0;959,1;960,1;959,1;3638,2;34,6;17,6;35;33,3;18,8;17,5;41;36;37;358;6,5;2,1;
2024/01/09;1800 UTC;0;957,8;959,1;957,8;3236,6;34,9;17,3;35,7;33,9;18,1;16,6;38;34;35;19;6,1;2,1;
2024/01/09;1900 UTC;0;956,8;957,8;956,8;2502,6;35,2;17,7;35,4;34,3;17,7;16,2;36;34;36;21;5;,8;
2024/01/09;2000 UTC;0;956,4;956,8;956,4;1578,5;34,1;17,4;35,4;33,9;18,1;16,3;38;33;37;7;4,9;1,5;
2024/01/09;2100 UTC;0;956,6;956,6;956,2;190,2;33,2;17,5;34,2;33,2;17,9;17;40;37;39;20;4,2;1,5;
2024/01/09;2200 UTC;0;957,7;957,7;956,6;43,1;31,8;18,9;33,2;31,8;18,9;17,5;46;39;46;55;3,7;,1;
2024/01/09;2300 UTC;0;958,5;958,7;957,7;;30,9;18,5;31,8;30,8;19;18,3;48;46;48;67;1,3;,1;
2024/01/10;0000 UTC;0;958,9;958,9;958,5;;29,7;19,2;31;29,7;19,3;18,4;53;47;53;93;1,6;,2;
2024/01/10;0100 UTC;0;959,7;959,8;958,9;;28,6;19,8;29,7;28,6;19,8;19,2;59;53;59;80;2,8;,5;
2024/01/10;0200 UTC;0;960,6;960,6;959,7;;27,4;20,4;28,6;27,4;20,4;19,8;66;59;66;29;5,1;1,7;
2024/01/10;0300 UTC;0;960,3;960,6;960,3;;26,6;20,4;27,4;26,6;20,6;20,4;70;66;69;16;5;1,4;
2024/01/10;0400 UTC;0;961,4;961,5;960,2;;26,1;19,2;27,3;26,1;20,4;19,1;69;64;66;126;10,2;2,8;
2024/01/10;0500 UTC;0;960,6;961,4;960,6;;25,3;19,3;26,2;25,3;19,4;18,9;70;66;70;52;6,7;,4;
2024/01/10;0600 UTC;0;960,7;960,7;960,6;;24,9;19,1;25,4;24,9;19,4;19;70;68;70;142;3,3;,6;
2024/01/10;0700 UTC;0;960,9;960,9;960,5;;23,3;18,6;25,3;23,3;19,2;18,4;75;69;75;197;5;2,7;
2024/01/10;0800 UTC;0;960,4;961;960,4;;23,3;18,7;23,5;22,9;18,9;18,6;78;75;75;147;4,3;0;
2024/01/10;0900 UTC;0;960,5;960,5;960,3;58,2;23,7;19,3;23,7;23;19,4;18,7;78;75;77;104;1,5;,1;
2024/01/10;1000 UTC;0;960,6;960,7;960,5;304,9;24,7;19,9;24,7;23,6;20;19,3;77;75;75;66;3,7;1,1;
2024/01/10;1100 UTC;0;960,6;960,7;960,6;843,2;26,1;19,5;26,4;24,7;20,3;19,5;75;67;67;4;5,8;2,5;
2024/01/10;1200 UTC;0;960,7;960,7;960,3;1811,3;27,7;19,7;28,1;26;20,2;19,4;68;61;62;39;7,2;2,7;
2024/01/10;1300 UTC;0;960,7;960,7;960,6;2359,7;29;19,7;29,4;27,4;20,3;19,2;63;55;58;20;7,7;3,3;
2024/01/10;1400 UTC;0;960,8;961;960,7;1813,5;29,4;19,7;29,5;28,5;20,1;19,2;58;55;56;15;6,8;2,3;
2024/01/10;1500 UTC;0;960,5;960,8;960,4;2833;29,6;19,4;32;29,3;20,1;18,6;56;47;54;23;8;3,4;
2024/01/10;1600 UTC;0;959,9;960,5;959,9;2240;30,4;20,4;31,4;29,5;21,1;19,3;57;51;55;357;7,2;2,1;
2024/01/10;1700 UTC;0;959,1;959,9;959,1;3215,5;31,7;20,6;32,3;30,5;20,6;18,6;55;45;52;46;7;2,4;
2024/01/10;1800 UTC;0;958,3;959,1;958,2;1975,4;30,8;19,9;31,7;29,4;20,8;19,1;58;50;52;35;7,3;2,6;
2024/01/10;1900 UTC;0;958,1;958,3;958,1;1022,8;27,1;20,9;30,8;26,9;22,2;19,8;75;52;69;32;9,9;2,2;
2024/01/10;2000 UTC;0;957,7;958,1;957,7;1365,1;26,5;20,7;28;26,5;22,4;20,6;73;66;70;81;6,3;1,8;
2024/01/10;2100 UTC;0;957,9;957,9;957,7;396,1;26,6;21,5;26,8;26,1;21,6;20,9;75;70;74;58;5,3;1,3;
2024/01/10;2200 UTC;0;958,3;958,3;957,8;77,9;25,5;21,9;26,7;25,5;22,2;21,5;81;74;81;81;4,1;1,2;
2024/01/10;2300 UTC;0;958,9;958,9;958,4;;25,1;22;25,5;25;22,1;21,8;83;81;83;30;3,7;,5;
2024/01/11;0000 UTC;0;960,1;960,1;958,9;;25,2;21,1;25,2;25;21,9;21,1;83;78;78;10;3,8;,3;
2024/01/11;0100 UTC;0;960,4;960,4;960,1;;24,8;21,2;25,3;24,7;21,4;20,4;81;75;80;95;2,6;,2;
2024/01/11;0200 UTC;0;960,5;960,7;960,4;;24,7;21;24,8;24,6;21,2;20,8;80;79;80;71;1,6;,3;
2024/01/11;0300 UTC;0;960,6;960,6;960,4;;24,7;21,5;24,7;24,4;21,5;21;83;80;83;47;3;,1;
2024/01/11;0400 UTC;,2;960,6;960,8;960,5;;23,7;21,2;24,7;23,7;21,7;21,2;86;82;86;354;6,5;1,7;
2024/01/11;0500 UTC;21;960,1;960,7;960,1;;22,7;21,1;23,7;22,6;21,2;20,7;90;86;90;11;6,8;,6;
2024/01/11;0600 UTC;,8;959,1;960,1;959,1;;22,9;21,3;23;22,7;21,3;21,1;91;90;91;2;3,5;,5;
2024/01/11;0700 UTC;,2;959,3;959,4;959,1;;22,9;21,2;23;22,8;21,3;21,2;91;90;90;358;4,6;,6;
2024/01/11;0800 UTC;0;959,7;959,7;959,2;;22,8;21,1;22,9;22,8;21,2;21,1;91;90;91;18;3,4;,6;
2024/01/11;0900 UTC;0;960;960,2;959,7;37;22,8;21;22,9;22,7;21,2;21;90;90;90;12;3,2;,2;
2024/01/11;1000 UTC;0;960,2;960,2;960;507,6;23,9;21,8;23,9;22,8;21,8;21,1;90;88;88;26;4;,7;
2024/01/11;1100 UTC;0;960,6;960,7;960,2;1401,8;25,5;21,3;25,7;23,9;22,1;20,9;88;78;78;11;4,6;1;
2024/01/11;1200 UTC;0;961,2;961,2;960,6;2139,7;26,2;20,7;27,4;25,3;22,3;20,5;79;70;72;357;4,6;1,1;
2024/01/11;1300 UTC;0;961,4;961,6;961,2;1497,3;28;21,6;28,1;26;22,2;20,9;76;68;68;350;4,2;,9;
2024/01/11;1400 UTC;0;961,5;961,7;961,4;2578,1;29,1;21,3;29,5;27,8;22,3;20,9;70;62;63;328;4,4;1;
2024/01/11;1500 UTC;0;960,2;961,5;960,2;3164,3;31,6;21;31,6;28,5;22;20,3;65;54;54;315;4,9;1,4;
2024/01/11;1600 UTC;0;959,2;960,2;959,1;2624;29,3;20,1;32,7;29,3;22,3;19,6;65;49;58;280;7,8;2,2;
2024/01/11;1700 UTC;5,4;960,2;960,2;959,1;771,8;23,3;20,9;29,3;23,3;21,9;20,1;86;58;86;314;8,3;2,1;
2024/01/11;1800 UTC;18,8;958,8;960,2;958,8;184,4;23,4;21,3;23,4;22,3;21,3;20,4;89;86;88;306;8,3;,1;
2024/01/11;1900 UTC;0;957,7;958,9;957,7;304,7;24,2;22;24,2;23,3;22;21,3;89;87;88;346;1,5;0;
2024/01/11;2000 UTC;0;957,3;957,7;957,2;438,4;25;22,2;25;24,1;22,5;21,9;88;85;85;22;1,6;0;
2024/01/11;2100 UTC;0;958,3;958,3;957,3;298,8;25;22;25,5;25;22,5;21,9;85;82;83;222;1,8;0;
2024/01/11;2200 UTC;0;958,5;958,5;958,3;39,6;25;22,3;25,3;24,9;22,5;21,8;85;83;85;119;1,7;,1;
2024/01/11;2300 UTC;0;958,9;958,9;958,5;;24,4;22,2;25;24,4;22,3;22;87;85;87;95;2;0;
2024/01/12;0000 UTC;0;959,8;959,8;958,9;;24,3;21,9;24,4;24,3;22,2;21,8;87;86;86;92;2,3;,1;
2024/01/12;0100 UTC;0;960,5;960,7;959,8;;24,5;22,4;24,5;24,2;22,4;21,8;88;86;88;191;2,5;0;
2024/01/12;0200 UTC;0;960,1;960,5;960,1;;24,3;22,1;24,8;24,2;22,5;22;88;86;88;169;3,3;,1;
2024/01/12;0300 UTC;0;959;960,1;959;;24,1;21,9;24,4;24,1;22,2;21,9;88;87;88;217;2;0;
2024/01/12;0400 UTC;0;957,9;959;957,9;;23,6;21,8;24,1;23,6;21,9;21,7;89;88;89;41;2,7;,3;
2024/01/12;0500 UTC;0;957,9;958,1;957,7;;23,2;21,4;23,7;23,2;21,8;21,4;90;89;90;53;2,4;,1;
2024/01/12;0600 UTC;0;957,5;957,9;957,5;;23,2;21,4;23,3;23,1;21,6;21,3;90;90;90;87;1,6;0;
2024/01/12;0700 UTC;0;957,4;957,6;957,4;;23,1;21,3;23,3;23,1;21,5;21,3;90;90;90;80;2,4;0;
2024/01/12;0800 UTC;0;957,9;957,9;957,4;;23;21,2;23,1;23;21,3;21,2;90;90;90;125;2,2;0;
2024/01/12;0900 UTC;0;958,9;958,9;957,9;42,3;23,4;21,7;23,4;23;21,7;21,2;90;90;90;181;1,1;0;
2024/01/12;1000 UTC;0;959,4;959,5;958,9;359,6;24,2;22,2;24,2;23,4;22,2;21,5;90;89;89;76;2,4;,3;
2024/01/12;1100 UTC;0;959,6;959,6;959,4;1242,3;25,8;22,3;25,9;24;22,9;21,9;89;81;81;107;2,8;,9;
2024/01/12;1200 UTC;0;959,8;959,9;959,6;1740,6;27,4;22,4;27,5;25,7;22,7;21,9;82;74;74;33;4,1;,9;
2024/01/12;1300 UTC;11,4;960,4;960,5;959,8;435,5;24,4;22,5;27,7;23,5;22,7;21;89;71;89;332;5,7;0;
2024/01/12;1400 UTC;3,6;960,1;960,4;960,1;1175,3;26,1;23,4;26,2;24,4;23,8;22,5;90;85;85;346;4,1;1;
2024/01/12;1500 UTC;0;959,6;960,2;959,6;3093;28,8;22,6;29,1;26,1;23,9;22;86;68;69;349;4,8;,9;
2024/01/12;1600 UTC;0;958,8;959,6;958,8;4005,2;30,8;22;31,1;28,5;23,4;21,7;71;59;59;336;6,4;1,9;
2024/01/12;1700 UTC;0;957,6;958,8;957,6;3423,9;31,1;20,8;31,9;29,4;23,5;20,6;66;53;54;321;6,7;1,7;
2024/01/12;1800 UTC;0;956,9;957,6;956,9;2649,5;31,1;20,9;32,3;30,8;22,4;20,1;57;51;55;302;6,9;1,1;
2024/01/12;1900 UTC;0;956,3;956,9;956,2;2034,4;32,1;19,1;32,6;30,6;21,3;18;56;43;46;302;5,5;2;
2024/01/12;2000 UTC;0;956,4;956,4;956,2;1515,1;31;19,9;32,3;30,9;20,6;18,5;53;44;52;289;6,7;1,3;
2024/01/12;2100 UTC;0;957,3;957,4;956,4;322,7;29,8;19,8;31;29,8;20,2;18,7;55;49;55;327;4,7;,3;
2024/01/12;2200 UTC;0;958;958;957,3;46,9;29,3;18,9;29,8;29,2;20,3;18,8;57;53;54;260;2,9;0;
2024/01/12;2300 UTC;0;958,9;958,9;958;;27,5;22;29,2;27,5;22,1;18,9;72;54;72;167;4;1,8;
2024/01/13;0000 UTC;0;959,4;959,4;958,9;;27,2;21,7;27,5;27,2;22,2;21,6;73;71;72;161;4;1,9;
2024/01/13;0100 UTC;0;960,2;960,2;959,4;;26,2;20,8;27,3;26,2;21,7;20,6;72;70;72;145;8,3;3,5;
2024/01/13;0200 UTC;0;960,1;960,4;960;;25,2;20,8;26,2;25,2;21,1;20,7;77;72;76;132;7,7;3,3;
2024/01/13;0300 UTC;0;960;960,2;959,9;;24,4;20,9;25,3;24,4;20,9;20,7;81;76;81;118;8,9;1,9;
2024/01/13;0400 UTC;3;960,2;960,3;960;;23,6;21,2;24,4;23,6;21,2;20,9;86;81;86;137;6,2;,1;
2024/01/13;0500 UTC;6,2;960,2;960,2;959,9;;23,1;21,1;23,6;23;21,2;21;89;86;89;68;4,3;,1;
2024/01/13;0600 UTC;6,8;960,1;960,8;960;;21,5;19,7;23,1;21,3;21,1;19,5;90;89;90;171;3,2;0;
2024/01/13;0700 UTC;,6;960,2;960,4;960,1;;22,3;20,6;22,3;21,5;20,6;19,8;90;90;90;140;1,1;0;
2024/01/13;0800 UTC;,6;959,7;960,3;959,7;;22,3;20,5;22,7;22,3;21;20,5;90;89;89;143;4,1;1,8;
2024/01/13;0900 UTC;1;960,9;960,9;959,6;4;22;20,1;22,3;21,7;20,4;19,9;90;89;89;149;7,1;3,1;
2024/01/13;1000 UTC;,2;961,5;961,5;960,9;82,9;22;20;22,1;21,9;20;19,8;89;88;88;137;7,1;2,3;
2024/01/13;1100 UTC;0;962,1;962,1;961,5;245,1;22,6;20,1;22,6;22;20,2;20;88;86;86;128;5,6;1,6;
2024/01/13;1200 UTC;0;962,6;962,6;962,1;473,3;23,2;20,4;23,3;22,6;20,5;20,1;86;84;84;130;4,7;,5;
2024/01/13;1300 UTC;0;962,9;962,9;962,6;759,8;24,1;20,9;24,3;23,2;21,3;20,4;85;82;82;170;2,3;,9;
2024/01/13;1400 UTC;0;962,5;963;962,5;1321,8;25,4;21,4;25,5;24,1;21,7;20,9;84;78;79;159;3,2;1,8;
2024/01/13;1500 UTC;0;961,9;962,5;961,9;1397,5;26,1;21;26,2;25,4;21,7;20,9;79;73;74;138;3,1;1,2;
2024/01/13;1600 UTC;0;960,7;961,9;960,7;2417,6;28,1;21,2;28,1;26;21,7;20,5;74;66;66;137;3,4;1,1;
2024/01/13;1700 UTC;0;960,1;960,7;960,1;2354;28,9;20,7;28,9;27,6;21,3;20,3;67;61;62;170;4,7;,8;
2024/01/13;1800 UTC;0;959,4;960,1;959,4;1678,5;28,8;21,1;29;28,2;21,5;20;66;61;63;140;3,8;1,4;
2024/01/13;1900 UTC;0;959,1;959,4;959,1;1410,2;28,6;20,8;29,2;28,4;21,9;20,7;66;62;63;161;4,3;1,5;
2024/01/13;2000 UTC;0;959,1;959,2;959;999,7;28,8;21,5;29,2;28,6;21,6;20,4;65;60;65;167;4,1;1,6;
2024/01/13;2100 UTC;0;959,3;959,3;958,9;492,6;28,2;21;29,4;28,1;21,9;21;67;63;65;163;4,4;2,2;
2024/01/13;2200 UTC;0;960,2;960,3;959,3;165,6;27,3;20,4;28,3;27,3;21,2;20;66;63;66;139;3,5;,4;
2024/01/13;2300 UTC;0;960,8;960,8;960,2;;25,5;20,4;27,3;25,5;20,9;20,2;74;65;73;48;3,4;,4;
2024/01/14;0000 UTC;0;961,6;961,6;960,7;;24,8;20,1;25,5;24,7;20,4;20,1;77;73;75;95;2,6;,4;
2024/01/14;0100 UTC;0;962,5;962,5;961,6;;24,4;21,1;24,8;24,4;21,1;20,1;82;75;82;126;4;1;
2024/01/14;0200 UTC;0;962,9;962,9;962,5;;24,2;21,1;24,5;24,1;21,2;21,1;83;82;83;126;4;,5;
2024/01/14;0300 UTC;0;962,9;963,2;962,9;;24,1;21;24,3;24,1;21,1;21;84;82;83;134;3,6;1,2;
2024/01/14;0400 UTC;0;962,3;962,9;962,3;;23,5;20,3;24;23,5;21;20,3;83;82;82;90;4,8;,6;
2024/01/14;0500 UTC;0;961,9;962,3;961,9;;23;19,2;23,5;23;20,4;19,2;84;79;79;139;3,8;1,5;
2024/01/14;0600 UTC;0;961,8;962;961,7;;22,4;18,5;23;22,4;19,2;18,5;80;78;78;141;5,2;2,3;
2024/01/14;0700 UTC;0;961,9;961,9;961,7;;21,8;18,4;22,5;21,8;18,6;18,4;81;78;81;154;5,6;2,5;
2024/01/14;0800 UTC;0;962,5;962,5;961,9;;21,4;18,1;21,8;21,4;18,4;18,1;82;81;81;159;6,3;2,2;
2024/01/14;0900 UTC;0;963,2;963,2;962,5;19,5;21,3;17,9;21,4;21,3;18;17,9;81;80;81;154;5,1;2,1;
2024/01/14;1000 UTC;0;963,6;963,6;963,2;630,7;23,1;18,5;23,1;21,3;18,6;17,9;81;76;76;142;5,9;2,3;
2024/01/14;1100 UTC;0;963,9;963,9;963,6;1530,3;24,5;18,7;24,6;22,7;19,2;18,1;76;70;70;110;6,1;2;
2024/01/14;1200 UTC;0;964;964;963,8;2314,1;25,9;19,7;25,9;24,1;20;18,6;73;67;69;111;6,1;2;
2024/01/14;1300 UTC;0;963,8;964;963,7;2970,9;27,4;20,2;27,6;25,9;20,5;19,4;69;64;65;68;5,2;1,2;
2024/01/14;1400 UTC;0;963,4;963,8;963,3;3643,9;29,1;19,9;29,5;27,2;20,9;19,7;65;57;58;23;5;1,7;
2024/01/14;1500 UTC;0;962,6;963,4;962,6;3932,9;31,3;20,7;31,4;29;21,4;19,6;61;53;53;12;3,8;1,4;
2024/01/14;1600 UTC;0;961,8;962,6;961,8;4013,5;33,1;20,1;33,5;30,7;21,1;19,3;55;46;46;338;4;1,5;
2024/01/14;1700 UTC;0;960,3;961,9;960,3;3899,1;32,9;19,1;33,9;32,3;21;19,1;49;44;44;349;4,1;1,8;
2024/01/14;1800 UTC;0;959,5;960,3;959,5;2165,2;32,1;19,3;33,4;31,9;20,5;18,9;50;44;47;83;4,5;1;
2024/01/14;1900 UTC;,6;959,5;959,5;959,1;604;27,4;22,3;32,3;27,2;22,4;19,5;74;47;74;83;8,5;2,9;
2024/01/14;2000 UTC;,4;959,1;959,5;958,8;1785,9;29,9;22,5;29,9;26,7;23,3;21,6;77;64;64;5;8,5;1,6;
2024/01/14;2100 UTC;0;958,9;959,1;958,8;300,3;29,5;22,1;30,2;29,3;23;21,8;67;62;64;9;4,4;,6;
2024/01/14;2200 UTC;0;958,9;959,1;958,9;41;28,1;22,8;29,5;28,1;23,1;22;74;64;73;45;2,3;0;
2024/01/14;2300 UTC;0;960;960;958,9;;27,1;22,8;28,1;27,1;22,9;22;78;70;78;359;1,6;0;
2024/01/15;0000 UTC;0;960,7;960,8;960;;27;22,7;27,1;26,9;22,9;22,7;78;77;78;84;1,5;0;
2024/01/15;0100 UTC;,2;962;962;960,6;;24,1;20,3;27,9;24,1;22,9;19,9;79;67;79;212;8,5;3;
2024/01/15;0200 UTC;1,4;962,2;962,9;962;;22,6;20,8;24,1;22,6;21,2;20,3;89;79;89;255;8;1,2;
2024/01/15;0300 UTC;4,2;963,3;963,3;961,5;;22,3;20,4;22,9;22,3;21,1;20,3;90;89;89;2;4,6;1,3;
2024/01/15;0400 UTC;4;962,8;963,3;962,8;;22,5;20,9;22,5;22,1;20,9;20,2;90;89;90;359;4,6;,1;
2024/01/15;0500 UTC;4,8;962,7;962,8;962,1;;21,8;20,2;22,5;21,8;20,9;20,2;91;90;90;305;5,7;1,2;
2024/01/15;0600 UTC;4,2;962,4;962,8;962,4;0;21,2;19,6;21,8;21,2;20,2;19,6;91;90;91;319;6,2;1,7;
2024/01/15;0700 UTC;1,8;962,1;962,4;962,1;;21,3;19,7;21,3;21;19,7;19,4;91;90;91;329;5,5;,2;
2024/01/15;0800 UTC;0;962,2;962,4;962,1;;21,2;19,6;21,3;21,1;19,7;19,5;91;91;91;297;3,6;,2;
2024/01/15;0900 UTC;0;962,8;962,8;962,2;4,5;21,5;20;21,6;21,1;20;19,6;91;91;91;356;2,6;0;
2024/01/15;1000 UTC;0;963,5;963,5;962,8;109,2;21,9;20,3;21,9;21,4;20,3;19,8;91;91;91;349;2,9;,3;
2024/01/15;1100 UTC;0;964,2;964,2;963,4;491,2;23;21,2;23;21,9;21,2;20,4;91;90;90;340;4,1;,4;
2024/01/15;1200 UTC;,2;964,7;964,8;964,2;850;24,3;21,5;24,3;22,9;21,7;21;90;84;84;334;3,4;,2;
2024/01/15;1300 UTC;0;964,6;964,8;964,6;1186,4;25,4;21;25,5;24,3;21,7;20,8;84;77;77;340;3,6;,4;
2024/01/15;1400 UTC;0;963,7;964,6;963,7;3110,1;28,7;20,1;29,3;25,4;22,8;20,1;78;59;60;324;6,3;1,8;
2024/01/15;1500 UTC;0;963,3;963,7;963,3;3190,3;30;19,9;30,7;28,4;21,5;19,6;63;54;55;297;5,4;,8;
2024/01/15;1600 UTC;0;962,7;963,3;962,7;2198;30,4;20;30,4;29,4;20,8;19,4;59;53;54;339;4,6;,9;
2024/01/15;1700 UTC;0;961,8;962,7;961,8;1963,3;29,6;19,9;30,6;29,4;20,4;19;57;52;56;15;4,3;1;
2024/01/15;1800 UTC;0;961;961,8;961;1483,2;29,5;20,1;29,8;29,2;20,9;19,2;60;54;57;21;4,6;1,3;
2024/01/15;1900 UTC;0;960,3;961;960,3;2034,1;30,4;20,2;30,9;29,4;20,3;19,5;57;52;55;12;4,6;,8;
2024/01/15;2000 UTC;0;960,1;960,4;960;1407;29,6;20,4;30,9;29,5;20,9;19,8;58;53;58;30;3,3;,8;
2024/01/15;2100 UTC;0;960,4;960,6;960,1;315,6;28,5;21,1;29,8;28,5;21,1;20,5;64;58;64;15;3,7;,4;
2024/01/15;2200 UTC;0;961,3;961,3;960,4;70,6;27,5;21,8;28,6;27,5;21,8;21,1;71;64;71;41;2;0;
2024/01/15;2300 UTC;0;961,8;961,9;961,3;;26,4;20,8;27,5;26,4;21,9;20,8;72;70;71;32;2;0;
2024/01/16;0000 UTC;0;962,4;962,4;961,7;;25,9;21,3;26,4;25,9;21,3;20,7;76;71;76;101;2,4;0;
2024/01/16;0100 UTC;0;962,5;962,6;962,1;;25,5;21;26,1;25,5;21,4;21;78;74;76;356;2,5;,1;
2024/01/16;0200 UTC;0;962,2;962,5;962,2;;24,8;21,4;25,5;24,8;21,4;21;81;76;81;353;1,3;0;
2024/01/16;0300 UTC;0;961,8;962,2;961,8;;24,4;21,6;24,8;24,4;21,6;21,3;84;81;84;7;1,3;0;
2024/01/16;0400 UTC;0;961,5;961,8;961,5;;24,1;21,3;24,4;24,1;21,6;21,3;85;84;84;10;1,5;0;
2024/01/16;0500 UTC;0;961,2;961,6;961,2;;23,5;21;24,1;23,5;21,3;21;86;84;86;19;1,5;0;
2024/01/16;0600 UTC;0;961;961,2;960,9;;23,4;21;23,6;23,4;21,2;21;87;86;87;248;0;0;
2024/01/16;0700 UTC;0;961,3;961,3;961;;23,3;21,1;23,6;23,3;21,3;21;87;86;87;155;0;0;
2024/01/16;0800 UTC;0;961,8;961,8;961,2;;23;20,7;23,5;23;21,3;20,7;88;87;87;18;,8;0;
2024/01/16;0900 UTC;0;962,3;962,4;961,8;52,5;23,8;21,8;23,8;22,9;21,8;20,7;89;87;89;54;1,7;,1;
2024/01/16;1000 UTC;0;963,1;963,1;962,3;594,6;25,1;21,9;25,5;23,8;22,6;21,8;89;82;83;25;2,1;,4;
2024/01/16;1100 UTC;0;963,2;963,2;963;1335,5;27,2;22,5;27,2;24,9;22,8;21,8;85;75;76;354;4,4;1,4;
2024/01/16;1200 UTC;0;963,2;963,2;963,1;2193;28,2;21,4;28,8;26,7;22,9;21,1;76;65;67;344;5,1;1,2;
2024/01/16;1300 UTC;0;962,8;963,2;962,8;3128,3;30,7;21,5;30,8;28,2;22,2;20,5;67;58;58;353;4,8;1,6;
2024/01/16;1400 UTC;0;962,4;962,8;962,4;3623,9;30,8;20,8;31,7;30,3;22;19,9;60;51;55;360;5,8;2,1;
2024/01/16;1500 UTC;0;961,6;962,4;961,6;3671,9;32,5;19,9;32,6;30,7;21,3;19,4;56;48;48;4;5,9;2,3;
2024/01/16;1600 UTC;0;960,9;961,6;960,9;3852,7;33,1;19,9;34;31,9;20,5;18;49;41;46;3;7,8;2,9;
2024/01/16;1700 UTC;0;959,7;960,9;959,7;3297,1;33,8;20,2;34,5;32,4;20,5;18,1;47;40;45;344;7,8;1,8;
2024/01/16;1800 UTC;0;959,4;959,8;959,4;2374,5;33,9;19,3;34,3;31,7;20,6;18,7;48;42;42;339;7,8;2;
2024/01/16;1900 UTC;0;958,9;959,4;958,8;2065,9;33,8;19,1;34,1;32,5;20;18,4;46;42;42;346;6,9;1,3;
2024/01/16;2000 UTC;0;959,1;959,2;958,8;1580;33,1;17,9;33,9;32,8;19,7;17,9;45;40;41;355;4,7;1,6;
2024/01/16;2100 UTC;0;959,5;959,6;959;193,7;32,2;18,8;33,1;32,2;19;17,8;45;40;45;325;4,8;,7;
2024/01/16;2200 UTC;0;959,8;959,8;959,5;44,7;30,2;19,5;32,2;30,2;19,7;18,8;53;45;53;350;2,8;,2;
2024/01/16;2300 UTC;0;960,2;960,2;959,8;;29,3;20,1;30,2;29;20,2;19,6;59;53;58;31;1,5;0;
